sample_id,filename,scenario_type,rock_height_m,foul_height_m,FI_percent,FI_class,FI_class_legacy,bal_rock_eps,bal_rock_sigma,bal_foul_eps_base,bal_foul_sigma_base,rock_count,type
1010,s_1010.in,granular,0.2993962474678808,0.0,15.065082155612965,MC,M,5.0,0.001,6.868497109594658,0.003314707943351478,56,master_pattern
1011,s_1011.in,granular,0.29086411760281966,0.0,11.551265218211578,MC,M,5.0,0.001,7.0197827315864085,0.006043203196296174,56,master_pattern
1012,s_1012.in,granular,0.27922831534139175,0.0,19.950242035343773,MC,M,5.0,0.001,7.541089888334501,0.004946791620171457,56,master_pattern
1013,s_1013.in,granular,0.3604205440635131,0.0,6.145804153498942,MC,MC,5.0,0.001,7.413920551434874,0.003186123975749441,56,master_pattern
1014,s_1014.in,granular,0.4497062489146878,0.0,12.580073102755964,MC,M,5.0,0.001,7.9978912456443645,0.007873174490060631,56,master_pattern
1015,s_1015.in,granular,0.39004795516282714,0.0,7.861851414987526,MC,MC,5.0,0.001,7.716022143213821,0.0094100583017909,56,master_pattern
1016,s_1016.in,granular,0.3708623748435994,0.0,5.421119227608693,MC,MC,5.0,0.001,6.105330754544755,0.008951725196580523,56,master_pattern
1017,s_1017.in,granular,0.3860171814065507,0.0,8.425873579418159,MC,MC,5.0,0.001,6.476220113492399,0.006233020053409089,56,master_pattern
1018,s_1018.in,granular,0.44067445643727887,0.0,8.061055094755691,MC,MC,5.0,0.001,6.9612011831418465,0.009727234326642291,56,master_pattern
1019,s_1019.in,granular,0.3749367597987022,0.0,5.59763867850372,MC,MC,5.0,0.001,7.701099700354308,0.008979939298451662,56,master_pattern
